"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max","Identifier?","Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?"
"rec_tlfb_60_3rd_o_drg10","tlfb_60day",,"dropdown","Other drugs that were used - Day 10","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg10] = '2' or [rec_tlfb_60_2nd_o_drg10] = '3' or [rec_tlfb_60_2nd_o_drg10] = '4' or [rec_tlfb_60_2nd_o_drg10] = '5' or [rec_tlfb_60_2nd_o_drg10] = '6' or [rec_tlfb_60_2nd_o_drg10] = '7' or [rec_tlfb_60_2nd_o_drg10] = '8' or [rec_tlfb_60_2nd_o_drg10] = '9' or [rec_tlfb_60_2nd_o_drg10] = '10' or [rec_tlfb_60_2nd_o_drg10] = '11' or [rec_tlfb_60_2nd_o_drg10] = '12' or [rec_tlfb_60_2nd_o_drg10] = '13' or [rec_tlfb_60_2nd_o_drg10] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse10","tlfb_60day",,"text","Amount of drug used - Day 10",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg10] = '2'",,,,,
"rec_tlfb_60_moredrg10","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 10",,,,,,,"[rec_tlfb_60_3rd_o_drg10] = '14' or [rec_tlfb_60_3rd_o_drg10] = '13' or [rec_tlfb_60_3rd_o_drg10] = '12' or [rec_tlfb_60_3rd_o_drg10] = '11' or [rec_tlfb_60_3rd_o_drg10] = '10' or [rec_tlfb_60_3rd_o_drg10] = '9' or [rec_tlfb_60_3rd_o_drg10] = '8' or [rec_tlfb_60_3rd_o_drg10] = '7' or [rec_tlfb_60_3rd_o_drg10] = '6' or [rec_tlfb_60_3rd_o_drg10] = '5' or [rec_tlfb_60_3rd_o_drg10] = '4' or [rec_tlfb_60_3rd_o_drg10] = '3' or [rec_tlfb_60_3rd_o_drg10] = '2'",,,,,
"rec_tlfb_60_o_drglst10","tlfb_60day",,"checkbox","List the other drugs used - Day 10","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg10] = '1'",,,,,
"rec_tlfb_60_o_drglsts10","tlfb_60day",,"text","If not listed type name of drug - Day 10",,,,,,,"[rec_tlfb_60_o_drglst10(1)]='1'",,,,,
"rec_tlfb_60_alcuse11","tlfb_60day",,"yesno","Alcohol Use - Day 11",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt11","tlfb_60day",,"text","Number of standard drinks - Day 11",,,,,,,"[rec_tlfb_60_alcuse11] = '1'",,,,,
"rec_tlfb_60_o_drg11","tlfb_60day",,"yesno","Other drug use - Day 11",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname11","tlfb_60day",,"dropdown","Other drugs that were used - Day 11","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg11] = '1'",,,,,
"rec_tlfb_60_o_drgamt11","tlfb_60day",,"text","Amount of drug used - Day 11",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname11] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg11","tlfb_60day",,"dropdown","Other drugs that were used - Day 11","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg11] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt11","tlfb_60day",,"text","Amount of drug used - Day 11",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg11] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg11","tlfb_60day",,"dropdown","Other drugs that were used - Day 11","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg11] = '2' or [rec_tlfb_60_2nd_o_drg11] = '3' or [rec_tlfb_60_2nd_o_drg11] = '4' or [rec_tlfb_60_2nd_o_drg11] = '5' or [rec_tlfb_60_2nd_o_drg11] = '6' or [rec_tlfb_60_2nd_o_drg11] = '7' or [rec_tlfb_60_2nd_o_drg11] = '8' or [rec_tlfb_60_2nd_o_drg11] = '9' or [rec_tlfb_60_2nd_o_drg11] = '10' or [rec_tlfb_60_2nd_o_drg11] = '11' or [rec_tlfb_60_2nd_o_drg11] = '12' or [rec_tlfb_60_2nd_o_drg11] = '13' or [rec_tlfb_60_2nd_o_drg11] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse11","tlfb_60day",,"text","Amount of drug used - Day 11",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg11] = '2'",,,,,
"rec_tlfb_60_moredrg11","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 11",,,,,,,"[rec_tlfb_60_3rd_o_drg11] = '14' or [rec_tlfb_60_3rd_o_drg11] = '13' or [rec_tlfb_60_3rd_o_drg11] = '12' or [rec_tlfb_60_3rd_o_drg11] = '11' or [rec_tlfb_60_3rd_o_drg11] = '10' or [rec_tlfb_60_3rd_o_drg11] = '9' or [rec_tlfb_60_3rd_o_drg11] = '8' or [rec_tlfb_60_3rd_o_drg11] = '7' or [rec_tlfb_60_3rd_o_drg11] = '6' or [rec_tlfb_60_3rd_o_drg11] = '5' or [rec_tlfb_60_3rd_o_drg11] = '4' or [rec_tlfb_60_3rd_o_drg11] = '3' or [rec_tlfb_60_3rd_o_drg11] = '2'",,,,,
"rec_tlfb_60_o_drglst11","tlfb_60day",,"checkbox","List the other drugs used - Day 11","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg11] = '1'",,,,,
"rec_tlfb_60_o_drglsts11","tlfb_60day",,"text","If not listed type name of drug - Day 11",,,,,,,"[rec_tlfb_60_o_drglst11(1)]='1'",,,,,
"rec_tlfb_60_alcuse12","tlfb_60day",,"yesno","Alcohol Use - Day 12",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt12","tlfb_60day",,"text","Number of standard drinks - Day 12",,,,,,,"[rec_tlfb_60_alcuse12] = '1'",,,,,
"rec_tlfb_60_o_drg12","tlfb_60day",,"yesno","Other drug use - Day 12",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname12","tlfb_60day",,"dropdown","Other drugs that were used - Day 12","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg12] = '1'",,,,,
"rec_tlfb_60_o_drgamt12","tlfb_60day",,"text","Amount of drug used - Day 12",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname12] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg12","tlfb_60day",,"dropdown","Other drugs that were used - Day 12","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg12] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt12","tlfb_60day",,"text","Amount of drug used - Day 12",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg12] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg12","tlfb_60day",,"dropdown","Other drugs that were used - Day 12","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg12] = '2' or [rec_tlfb_60_2nd_o_drg12] = '3' or [rec_tlfb_60_2nd_o_drg12] = '4' or [rec_tlfb_60_2nd_o_drg12] = '5' or [rec_tlfb_60_2nd_o_drg12] = '6' or [rec_tlfb_60_2nd_o_drg12] = '7' or [rec_tlfb_60_2nd_o_drg12] = '8' or [rec_tlfb_60_2nd_o_drg12] = '9' or [rec_tlfb_60_2nd_o_drg12] = '10' or [rec_tlfb_60_2nd_o_drg12] = '11' or [rec_tlfb_60_2nd_o_drg12] = '12' or [rec_tlfb_60_2nd_o_drg12] = '13' or [rec_tlfb_60_2nd_o_drg12] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse12","tlfb_60day",,"text","Amount of drug used - Day 12",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg12] = '2'",,,,,
"rec_tlfb_60_moredrg12","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 12",,,,,,,"[rec_tlfb_60_3rd_o_drg12] = '14' or [rec_tlfb_60_3rd_o_drg12] = '13' or [rec_tlfb_60_3rd_o_drg12] = '12' or [rec_tlfb_60_3rd_o_drg12] = '11' or [rec_tlfb_60_3rd_o_drg12] = '10' or [rec_tlfb_60_3rd_o_drg12] = '9' or [rec_tlfb_60_3rd_o_drg12] = '8' or [rec_tlfb_60_3rd_o_drg12] = '7' or [rec_tlfb_60_3rd_o_drg12] = '6' or [rec_tlfb_60_3rd_o_drg12] = '5' or [rec_tlfb_60_3rd_o_drg12] = '4' or [rec_tlfb_60_3rd_o_drg12] = '3' or [rec_tlfb_60_3rd_o_drg12] = '2'",,,,,
"rec_tlfb_60_o_drglst12","tlfb_60day",,"checkbox","List the other drugs used - Day 12","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg12] = '1'",,,,,
"rec_tlfb_60_o_drglsts12","tlfb_60day",,"text","If not listed type name of drug - Day 12",,,,,,,"[rec_tlfb_60_o_drglst12(1)]='1'",,,,,
"rec_tlfb_60_alcuse13","tlfb_60day",,"yesno","Alcohol Use - Day 13",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt13","tlfb_60day",,"text","Number of standard drinks - Day 13",,,,,,,"[rec_tlfb_60_alcuse13] = '1'",,,,,
"rec_tlfb_60_o_drg13","tlfb_60day",,"yesno","Other drug use - Day 13",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname13","tlfb_60day",,"dropdown","Other drugs that were used - Day 13","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg13] = '1'",,,,,
"rec_tlfb_60_o_drgamt13","tlfb_60day",,"text","Amount of drug used - Day 13",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname13] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg13","tlfb_60day",,"dropdown","Other drugs that were used - Day 13","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg13] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt13","tlfb_60day",,"text","Amount of drug used - Day 13",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg13] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg13","tlfb_60day",,"dropdown","Other drugs that were used - Day 13","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg13] = '2' or [rec_tlfb_60_2nd_o_drg13] = '3' or [rec_tlfb_60_2nd_o_drg13] = '4' or [rec_tlfb_60_2nd_o_drg13] = '5' or [rec_tlfb_60_2nd_o_drg13] = '6' or [rec_tlfb_60_2nd_o_drg13] = '7' or [rec_tlfb_60_2nd_o_drg13] = '8' or [rec_tlfb_60_2nd_o_drg13] = '9' or [rec_tlfb_60_2nd_o_drg13] = '10' or [rec_tlfb_60_2nd_o_drg13] = '11' or [rec_tlfb_60_2nd_o_drg13] = '12' or [rec_tlfb_60_2nd_o_drg13] = '13' or [rec_tlfb_60_2nd_o_drg13] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse13","tlfb_60day",,"text","Amount of drug used - Day 13",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg13] = '2'",,,,,
"rec_tlfb_60_moredrg13","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 13",,,,,,,"[rec_tlfb_60_3rd_o_drg13] = '14' or [rec_tlfb_60_3rd_o_drg13] = '13' or [rec_tlfb_60_3rd_o_drg13] = '12' or [rec_tlfb_60_3rd_o_drg13] = '11' or [rec_tlfb_60_3rd_o_drg13] = '10' or [rec_tlfb_60_3rd_o_drg13] = '9' or [rec_tlfb_60_3rd_o_drg13] = '8' or [rec_tlfb_60_3rd_o_drg13] = '7' or [rec_tlfb_60_3rd_o_drg13] = '6' or [rec_tlfb_60_3rd_o_drg13] = '5' or [rec_tlfb_60_3rd_o_drg13] = '4' or [rec_tlfb_60_3rd_o_drg13] = '3' or [rec_tlfb_60_3rd_o_drg13] = '2'",,,,,
"rec_tlfb_60_o_drglst13","tlfb_60day",,"checkbox","List the other drugs used - Day 13","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg13] = '1'",,,,,
"rec_tlfb_60_o_drglsts13","tlfb_60day",,"text","If not listed type name of drug - Day 13",,,,,,,"[rec_tlfb_60_o_drglst13(1)]='1'",,,,,
"rec_tlfb_60_alcuse14","tlfb_60day",,"yesno","Alcohol Use - Day 14",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt14","tlfb_60day",,"text","Number of standard drinks - Day 14",,,,,,,"[rec_tlfb_60_alcuse14] = '1'",,,,,
"rec_tlfb_60_o_drg14","tlfb_60day",,"yesno","Other drug use - Day 14",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname14","tlfb_60day",,"dropdown","Other drugs that were used - Day 14","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg14] = '1'",,,,,
"rec_tlfb_60_o_drgamt14","tlfb_60day",,"text","Amount of drug used - Day 14",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname14] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg14","tlfb_60day",,"dropdown","Other drugs that were used - Day 14","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg14] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt14","tlfb_60day",,"text","Amount of drug used - Day 14",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg14] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg14","tlfb_60day",,"dropdown","Other drugs that were used - Day 14","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg14] = '2' or [rec_tlfb_60_2nd_o_drg14] = '3' or [rec_tlfb_60_2nd_o_drg14] = '4' or [rec_tlfb_60_2nd_o_drg14] = '5' or [rec_tlfb_60_2nd_o_drg14] = '6' or [rec_tlfb_60_2nd_o_drg14] = '7' or [rec_tlfb_60_2nd_o_drg14] = '8' or [rec_tlfb_60_2nd_o_drg14] = '9' or [rec_tlfb_60_2nd_o_drg14] = '10' or [rec_tlfb_60_2nd_o_drg14] = '11' or [rec_tlfb_60_2nd_o_drg14] = '12' or [rec_tlfb_60_2nd_o_drg14] = '13' or [rec_tlfb_60_2nd_o_drg14] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse14","tlfb_60day",,"text","Amount of drug used - Day 14",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg14] = '2'",,,,,
"rec_tlfb_60_moredrg14","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 14",,,,,,,"[rec_tlfb_60_3rd_o_drg14] = '14' or [rec_tlfb_60_3rd_o_drg14] = '13' or [rec_tlfb_60_3rd_o_drg14] = '12' or [rec_tlfb_60_3rd_o_drg14] = '11' or [rec_tlfb_60_3rd_o_drg14] = '10' or [rec_tlfb_60_3rd_o_drg14] = '9' or [rec_tlfb_60_3rd_o_drg14] = '8' or [rec_tlfb_60_3rd_o_drg14] = '7' or [rec_tlfb_60_3rd_o_drg14] = '6' or [rec_tlfb_60_3rd_o_drg14] = '5' or [rec_tlfb_60_3rd_o_drg14] = '4' or [rec_tlfb_60_3rd_o_drg14] = '3' or [rec_tlfb_60_3rd_o_drg14] = '2'",,,,,
"rec_tlfb_60_o_drglst14","tlfb_60day",,"checkbox","List the other drugs used - Day 14","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg14] = '1'",,,,,
"rec_tlfb_60_o_drglsts14","tlfb_60day",,"text","If not listed type name of drug - Day 14",,,,,,,"[rec_tlfb_60_o_drglst14(1)]='1'",,,,,
"rec_tlfb_60_alcuse15","tlfb_60day",,"yesno","Alcohol Use - Day 15",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt15","tlfb_60day",,"text","Number of standard drinks - Day 15",,,,,,,"[rec_tlfb_60_alcuse15] = '1'",,,,,
"rec_tlfb_60_o_drg15","tlfb_60day",,"yesno","Other drug use - Day 15",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname15","tlfb_60day",,"dropdown","Other drugs that were used - Day 15","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg15] = '1'",,,,,
"rec_tlfb_60_o_drgamt15","tlfb_60day",,"text","Amount of drug used - Day 15",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname15] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg15","tlfb_60day",,"dropdown","Other drugs that were used - Day 15","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg15] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt15","tlfb_60day",,"text","Amount of drug used - Day 15",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg15] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg15","tlfb_60day",,"dropdown","Other drugs that were used - Day 15","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg15] = '2' or [rec_tlfb_60_2nd_o_drg15] = '3' or [rec_tlfb_60_2nd_o_drg15] = '4' or [rec_tlfb_60_2nd_o_drg15] = '5' or [rec_tlfb_60_2nd_o_drg15] = '6' or [rec_tlfb_60_2nd_o_drg15] = '7' or [rec_tlfb_60_2nd_o_drg15] = '8' or [rec_tlfb_60_2nd_o_drg15] = '9' or [rec_tlfb_60_2nd_o_drg15] = '10' or [rec_tlfb_60_2nd_o_drg15] = '11' or [rec_tlfb_60_2nd_o_drg15] = '12' or [rec_tlfb_60_2nd_o_drg15] = '13' or [rec_tlfb_60_2nd_o_drg15] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse15","tlfb_60day",,"text","Amount of drug used - Day 15",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg15] = '2'",,,,,
"rec_tlfb_60_moredrg15","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 15",,,,,,,"[rec_tlfb_60_3rd_o_drg15] = '14' or [rec_tlfb_60_3rd_o_drg15] = '13' or [rec_tlfb_60_3rd_o_drg15] = '12' or [rec_tlfb_60_3rd_o_drg15] = '11' or [rec_tlfb_60_3rd_o_drg15] = '10' or [rec_tlfb_60_3rd_o_drg15] = '9' or [rec_tlfb_60_3rd_o_drg15] = '8' or [rec_tlfb_60_3rd_o_drg15] = '7' or [rec_tlfb_60_3rd_o_drg15] = '6' or [rec_tlfb_60_3rd_o_drg15] = '5' or [rec_tlfb_60_3rd_o_drg15] = '4' or [rec_tlfb_60_3rd_o_drg15] = '3' or [rec_tlfb_60_3rd_o_drg15] = '2'",,,,,
"rec_tlfb_60_o_drglst15","tlfb_60day",,"checkbox","List the other drugs used - Day 15","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg15] = '1'",,,,,
"rec_tlfb_60_o_drglsts15","tlfb_60day",,"text","If not listed type name of drug - Day 15",,,,,,,"[rec_tlfb_60_o_drglst15(1)]='1'",,,,,
"rec_tlfb_60_alcuse16","tlfb_60day",,"yesno","Alcohol Use - Day 16",,,,,,,,"y",,,,
"rec_tlfb_60_alcamt16","tlfb_60day",,"text","Number of standard drinks - Day 16",,,,,,,"[rec_tlfb_60_alcuse16] = '1'",,,,,
"rec_tlfb_60_o_drg16","tlfb_60day",,"yesno","Other drug use - Day 16",,,,,,,,"y",,,,
"rec_tlfb_60_o_drgname16","tlfb_60day",,"dropdown","Other drugs that were used - Day 16","1, No use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg16] = '1'",,,,,
"rec_tlfb_60_o_drgamt16","tlfb_60day",,"text","Amount of drug used - Day 16",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_o_drgname16] = '2'",,,,,
"rec_tlfb_60_2nd_o_drg16","tlfb_60day",,"dropdown","Other drugs that were used - Day 16","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_o_drg16] = '1'",,,,,
"rec_tlfb_60_2nd_drugamt16","tlfb_60day",,"text","Amount of drug used - Day 16",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_2nd_o_drg16] = '2'",,,,,
"rec_tlfb_60_3rd_o_drg16","tlfb_60day",,"dropdown","Other drugs that were used - Day 16","1, No Other use | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_2nd_o_drg16] = '2' or [rec_tlfb_60_2nd_o_drg16] = '3' or [rec_tlfb_60_2nd_o_drg16] = '4' or [rec_tlfb_60_2nd_o_drg16] = '5' or [rec_tlfb_60_2nd_o_drg16] = '6' or [rec_tlfb_60_2nd_o_drg16] = '7' or [rec_tlfb_60_2nd_o_drg16] = '8' or [rec_tlfb_60_2nd_o_drg16] = '9' or [rec_tlfb_60_2nd_o_drg16] = '10' or [rec_tlfb_60_2nd_o_drg16] = '11' or [rec_tlfb_60_2nd_o_drg16] = '12' or [rec_tlfb_60_2nd_o_drg16] = '13' or [rec_tlfb_60_2nd_o_drg16] = '14'",,,,,
"rec_tlfb_60_3rd_amtuse16","tlfb_60day",,"text","Amount of drug used - Day 16",,"Number of 'standard joints'",,,,,"[rec_tlfb_60_3rd_o_drg16] = '2'",,,,,
"rec_tlfb_60_moredrg16","tlfb_60day",,"yesno","Did you use other drugs in addition to the above? - Day 16",,,,,,,"[rec_tlfb_60_3rd_o_drg16] = '14' or [rec_tlfb_60_3rd_o_drg16] = '13' or [rec_tlfb_60_3rd_o_drg16] = '12' or [rec_tlfb_60_3rd_o_drg16] = '11' or [rec_tlfb_60_3rd_o_drg16] = '10' or [rec_tlfb_60_3rd_o_drg16] = '9' or [rec_tlfb_60_3rd_o_drg16] = '8' or [rec_tlfb_60_3rd_o_drg16] = '7' or [rec_tlfb_60_3rd_o_drg16] = '6' or [rec_tlfb_60_3rd_o_drg16] = '5' or [rec_tlfb_60_3rd_o_drg16] = '4' or [rec_tlfb_60_3rd_o_drg16] = '3' or [rec_tlfb_60_3rd_o_drg16] = '2'",,,,,
"rec_tlfb_60_o_drglst16","tlfb_60day",,"checkbox","List the other drugs used - Day 16","1, Not listed | 2, Marijuana | 3, Amphetamines | 4, Barbiturates | 5, Hallucinogens | 6, Cocaine | 7, Inhalants | 8, Opiates | 9, Benzodiazepines | 10, Ecstasy | 11, Ketamine | 12, Soma | 13, PCP | 14, GHB",,,,,,"[rec_tlfb_60_moredrg16] = '1'",,,,,
